in.census_division_name,Floor area (sf),year,Scout building type,N_bldgs_CDIV
Pacific,1262585694,2042,Lodging,21847.19297
New England,385874238,2042,Office,22324.44544
Middle Atlantic,2430980957,2042,Office,140642.4591
East North Central,1845642334,2042,Office,106778.1612
West North Central,886468200,2042,Office,51285.90876
South Atlantic,3139583496,2042,Office,181638.0923
East South Central,361627106,2042,Office,20921.64701
West South Central,1337037842,2042,Office,77353.25505
Mountain,1193459839,2042,Office,69046.66452
Pacific,1777652954,2042,Office,102844.69
New England,289214172,2042,Office,16732.25462
Middle Atlantic,1170149658,2042,Office,67698.07264
East North Central,1737195801,2042,Office,100504.0737
West North Central,1010284302,2042,Office,58449.19032
South Atlantic,1603995972,2042,Office,92797.90417
East South Central,454647308,2042,Office,26303.2564
West South Central,1382950073,2042,Office,80009.47046
Mountain,975073730,2042,Office,56412.11083
Pacific,1228073364,2042,Office,71049.20232
New England,831548645,2042,Mercantile and Service,63823.2852
Middle Atlantic,2458903320,2042,Mercantile and Service,188726.5271
East North Central,3582887939,2042,Mercantile and Service,274994.9509
West North Central,2314033936,2042,Mercantile and Service,177607.4662
South Atlantic,4002560303,2042,Mercantile and Service,307205.7772
East South Central,1307400757,2042,Mercantile and Service,100346.0373
West South Central,2971360840,2042,Mercantile and Service,228058.8291
Mountain,2113701660,2042,Mercantile and Service,162231.4998
Pacific,2375498535,2042,Mercantile and Service,182325.0166
New England,724320374,2042,Warehouse,41809.73671
Middle Atlantic,3163258789,2042,Warehouse,182591.8777
East North Central,5284167481,2042,Warehouse,305016.4803
West North Central,2256201172,2042,Warehouse,130234.0516
South Atlantic,5154081054,2042,Warehouse,297507.5389
East South Central,2088881348,2042,Warehouse,120575.8975
West South Central,3577835937,2042,Warehouse,206522.3952
Mountain,1874730468,2042,Warehouse,108214.5278
Pacific,4405220703,2042,Warehouse,254281.2882
New England,513869873,2042,Other,37189.73724
Middle Atlantic,1106573730,2042,Other,80084.83941
East North Central,1245958984,2042,Other,90172.41458
West North Central,665718933,2042,Other,48179.34169
South Atlantic,1773972778,2042,Other,128385.7742
East South Central,382569641,2042,Other,27687.29045
West South Central,907314575,2042,Other,65664.07648
Mountain,496910980,2042,Other,35962.38999
Pacific,760851379,2042,Other,55064.25722
New England,542770997,2043,Assembly,39815.10225
Middle Atlantic,1273806641,2043,Assembly,93440.40477
East North Central,2756296143,2043,Assembly,202188.793
West North Central,1223906860,2043,Assembly,89779.99385
South Atlantic,3721250000,2043,Assembly,272973.2245
East South Central,961326172,2043,Assembly,70518.3218
West South Central,1823959717,2043,Assembly,133797.0213
Mountain,1213559571,2043,Assembly,89020.96588
Pacific,1788988037,2043,Assembly,131231.6649
New England,815905884,2043,Education,25075.66434
Middle Atlantic,2397300781,2043,Education,73677.50484
East North Central,3052645020,2043,Education,93818.54376
West North Central,2007313843,2043,Education,61691.83131
South Atlantic,3295738038,2043,Education,101289.6492
East South Central,1100654541,2043,Education,33826.99447
West South Central,2664931640,2043,Education,81902.74469
Mountain,1271833985,2043,Education,39087.94229
Pacific,1852543579,2043,Education,56935.19544
New England,99796867,2043,Food Sales ,33265.62233
Middle Atlantic,64222313,2043,Food Sales ,21407.43767
East North Central,315260589,2043,Food Sales ,105086.863
West North Central,150381424,2043,Food Sales ,50127.14133
South Atlantic,108454651,2043,Food Sales ,36151.55033
East South Central,45924900,2043,Food Sales ,15308.3
West South Central,160514114,2043,Food Sales ,53504.70467
Mountain,122228401,2043,Food Sales ,40742.80033
Pacific,148093079,2043,Food Sales ,49364.35967
New England,71547584,2043,Food Services ,16603.8697
Middle Atlantic,90147232,2043,Food Services ,20920.24371
East North Central,242640152,2043,Food Services ,56308.89603
West North Central,77533913,2043,Food Services ,17993.10217
South Atlantic,334693665,2043,Food Services ,77671.52563
East South Central,130790863,2043,Food Services ,30352.30998
West South Central,245993821,2043,Food Services ,57087.17365
Mountain,267712372,2043,Food Services ,62127.34371
Pacific,244836792,2043,Food Services ,56818.66481
New England,119686210,2043,Health Care,4453.740591
Middle Atlantic,376711853,2043,Health Care,14018.13016
East North Central,817960694,2043,Health Care,30437.79851
West North Central,199201447,2043,Health Care,7412.646538
South Atlantic,628703857,2043,Health Care,23395.20892
East South Central,156626984,2043,Health Care,5828.37368
West South Central,325964172,2043,Health Care,12129.71707
Mountain,289812775,2043,Health Care,10784.45812
Pacific,471894653,2043,Health Care,17560.0545
New England,436308381,2043,Lodging,7549.676384
Middle Atlantic,1300829224,2043,Lodging,22508.94115
East North Central,1611583740,2043,Lodging,27886.09211
West North Central,825054199,2043,Lodging,14276.3524
South Atlantic,2037752076,2043,Lodging,35260.30989
East South Central,495026703,2043,Lodging,8565.710795
West South Central,1123394653,2043,Lodging,19438.69623
Mountain,1005179688,2043,Lodging,17393.15971
Pacific,1277537353,2043,Lodging,22105.9095
New England,388241302,2043,Office,22461.39003
Middle Atlantic,2445138671,2043,Office,141461.5423
East North Central,1853994385,2043,Office,107261.3624
West North Central,893424682,2043,Office,51688.37046
South Atlantic,3175068115,2043,Office,183691.0265
East South Central,363952850,2043,Office,21056.20107
West South Central,1350397583,2043,Office,78126.17219
Mountain,1205869140,2043,Office,69764.5947
Pacific,1792008179,2043,Office,103675.2
New England,291070801,2043,Office,16839.66841
Middle Atlantic,1177616455,2043,Office,68130.05821
East North Central,1746195068,2043,Office,101024.7191
West North Central,1018581909,2043,Office,58929.24174
South Atlantic,1622962402,2043,Office,93895.1918
East South Central,457758453,2043,Office,26483.24921
West South Central,1396926636,2043,Office,80818.07333
Mountain,985748779,2043,Office,57029.70726
Pacific,1238481811,2043,Office,71651.3747
New England,837386536,2043,Mercantile and Service,64271.35686
Middle Atlantic,2477517822,2043,Mercantile and Service,190155.2332
East North Central,3600705322,2043,Mercantile and Service,276362.4763
West North Central,2335529786,2043,Mercantile and Service,179257.3225
South Atlantic,4047543945,2043,Mercantile and Service,310658.3759
East South Central,1319232788,2043,Mercantile and Service,101254.1731
West South Central,3002125733,2043,Mercantile and Service,230420.1059
Mountain,2136909424,2043,Mercantile and Service,164012.7495
Pacific,2400626465,2043,Mercantile and Service,184253.6434
New England,735726196,2043,Warehouse,42468.1117
Middle Atlantic,3213778321,2043,Warehouse,185508.0021
East North Central,5363216309,2043,Warehouse,309579.3931
West North Central,2294409424,2043,Warehouse,132439.5356
South Atlantic,5245311035,2043,Warehouse,302773.5809
East South Central,2125462646,2043,Warehouse,122687.4693
West South Central,3640777100,2043,Warehouse,210155.5298
Mountain,1911374878,2043,Warehouse,110329.7426
Pacific,4467098145,2043,Warehouse,257853.022
New England,519927430,2043,Other,37628.13413
Middle Atlantic,1117909912,2043,Other,80905.2604
East North Central,1257599609,2043,Other,91014.86869
West North Central,672684754,2043,Other,48683.47137
South Atlantic,1802215942,2043,Other,130429.7856
East South Central,387530975,2043,Other,28046.3516
West South Central,919166687,2043,Other,66521.8363
Mountain,503917694,2043,Other,36469.47917
Pacific,771045105,2043,Other,55801.99651
New England,543222596,2044,Assembly,39848.22941
Middle Atlantic,1274151611,2044,Assembly,93465.71013
East North Central,2771219971,2044,Assembly,203283.5341
West North Central,1233023072,2044,Assembly,90448.71586
South Atlantic,3754235352,2044,Assembly,275392.8733
East South Central,967794800,2044,Assembly,70992.82963
West South Central,1835386475,2044,Assembly,134635.234
Mountain,1225189941,2044,Assembly,89874.11458
Pacific,1802382569,2044,Assembly,132214.2242
New England,823402771,2044,Education,25306.07011
Middle Atlantic,2416011230,2044,Education,74252.5429
East North Central,3075215332,2044,Education,94512.20902
West North Central,2032455811,2044,Education,62464.53263
South Atlantic,3335952392,2044,Education,102525.5781
East South Central,1112076782,2044,Education,34178.04021
West South Central,2699534179,2044,Education,82966.2027
Mountain,1287379517,2044,Education,39565.7113
Pacific,1871306885,2044,Education,57511.85799
New England,100361794,2044,Food Sales ,33453.93133
Middle Atlantic,64577767,2044,Food Sales ,21525.92233
East North Central,316262726,2044,Food Sales ,105420.9087
West North Central,151518051,2044,Food Sales ,50506.017
South Atlantic,109442466,2044,Food Sales ,36480.822
East South Central,46215229,2044,Food Sales ,15405.07633
West South Central,161882400,2044,Food Sales ,53960.8
Mountain,123359162,2044,Food Sales ,41119.72067
Pacific,149449935,2044,Food Sales ,49816.645
New England,71952598,2044,Food Services ,16697.8603
Middle Atlantic,90646179,2044,Food Services ,21036.0331
East North Central,243411438,2044,Food Services ,56487.88646
West North Central,78119942,2044,Food Services ,18129.10046
South Atlantic,337742066,2044,Food Services ,78378.96046
East South Central,131617691,2044,Food Services ,30544.18989
West South Central,248090775,2044,Food Services ,57573.80854
Mountain,270189057,2044,Food Services ,62702.10184
Pacific,247080032,2044,Food Services ,57339.24793
New England,120846916,2044,Health Care,4496.932562
Middle Atlantic,381576690,2044,Health Care,14199.15956
East North Central,828501281,2044,Health Care,30830.03284
West North Central,201681930,2044,Health Care,7504.949802
South Atlantic,639946961,2044,Health Care,23813.58517
East South Central,158449631,2044,Health Care,5896.197675
West South Central,329658600,2044,Health Care,12267.19342
Mountain,294841552,2044,Health Care,10971.58802
Pacific,478086395,2044,Health Care,17790.46043
New England,440840301,2044,Lodging,7628.09461
Middle Atlantic,1318948364,2044,Lodging,22822.46628
East North Central,1635889282,2044,Lodging,28306.66386
West North Central,834759277,2044,Lodging,14444.28453
South Atlantic,2069518799,2044,Lodging,35809.98643
East South Central,502474578,2044,Lodging,8694.585344
West South Central,1138211304,2044,Lodging,19695.07664
Mountain,1017700379,2044,Lodging,17609.81189
Pacific,1292479248,2044,Lodging,22364.45707
New England,390560211,2044,Office,22595.54866
Middle Atlantic,2458970703,2044,Office,142261.7835
East North Central,1862047241,2044,Office,107727.254
West North Central,900301025,2044,Office,52086.19579
South Atlantic,3210485595,2044,Office,185740.0765
East South Central,366235230,2044,Office,21188.24634
West South Central,1363696899,2044,Office,78895.59348
Mountain,1218230468,2044,Office,70479.74945
Pacific,1806210571,2044,Office,104496.8681
New England,292892762,2044,Office,16945.0765
Middle Atlantic,1184935791,2044,Office,68553.51254
East North Central,1754927734,2044,Office,101529.9405
West North Central,1026794312,2044,Office,59404.36374
South Atlantic,1641906616,2044,Office,94991.19416
East South Central,460818085,2044,Office,26660.26177
West South Central,1410843750,2044,Office,81623.23684
Mountain,996392151,2044,Office,57645.47103
Pacific,1248792480,2044,Office,72247.89021
New England,843133423,2044,Mercantile and Service,64712.44375
Middle Atlantic,2495877441,2044,Mercantile and Service,191564.3765
East North Central,3617969238,2044,Mercantile and Service,277687.5218
West North Central,2356873291,2044,Mercantile and Service,180895.486
South Atlantic,4092408203,2044,Mercantile and Service,314101.8117
East South Central,1330958130,2044,Mercantile and Service,102154.1203
West South Central,3032756836,2044,Mercantile and Service,232771.1141
Mountain,2160051025,2044,Mercantile and Service,165788.921
Pacific,2425665527,2044,Mercantile and Service,186175.4495
New England,747184265,2044,Warehouse,43129.50252
Middle Atlantic,3264540039,2044,Warehouse,188438.1061
East North Central,5442561523,2044,Warehouse,314159.4141
West North Central,2332834473,2044,Warehouse,134657.5336
South Atlantic,5337117187,2044,Warehouse,308072.881
East South Central,2162269287,2044,Warehouse,124812.0484
West South Central,3704110108,2044,Warehouse,213811.2829
Mountain,1948298828,2044,Warehouse,112461.0931
Pacific,4529142090,2044,Warehouse,261434.3668
New England,525980713,2044,Other,38066.2217
Middle Atlantic,1129202026,2044,Other,81722.49211
East North Central,1269167603,2044,Other,91852.06636
West North Central,679627075,2044,Other,49185.9003
South Atlantic,1830593140,2044,Other,132483.4972
East South Central,392498291,2044,Other,28405.84568
West South Central,931034791,2044,Other,67380.7535
Mountain,510943603,2044,Other,36977.95753
Pacific,781257385,2044,Other,56541.07858
New England,543565857,2045,Assembly,39873.4094
Middle Atlantic,1274227539,2045,Assembly,93471.27984
East North Central,2785849365,2045,Assembly,204356.677
West North Central,1242058838,2045,Assembly,91111.53674
South Atlantic,3787082520,2045,Assembly,277802.3855
East South Central,974186402,2045,Assembly,71461.68719
West South Central,1846649658,2045,Assembly,135461.4476
Mountain,1236792969,2045,Assembly,90725.2576
Pacific,1815661011,2045,Assembly,133188.2676
New England,830874695,2045,Education,25535.70868
Middle Atlantic,2434581298,2045,Education,74823.26656
East North Central,3097582031,2045,Education,95199.61654
West North Central,2057671387,2045,Education,63239.49618
South Atlantic,3376265625,2045,Education,103764.5459
East South Central,1123491821,2045,Education,34528.8646
West South Central,2734258790,2045,Education,84033.41242
Mountain,1302963867,2045,Education,40044.67332
Pacific,1890048462,2045,Education,58087.85272
New England,100916565,2045,Food Sales ,33638.855
Middle Atlantic,64926521,2045,Food Sales ,21642.17367
East North Central,317216888,2045,Food Sales ,105738.9627
West North Central,152645126,2045,Food Sales ,50881.70867
South Atlantic,110426788,2045,Food Sales ,36808.92933
East South Central,46501492,2045,Food Sales ,15500.49733
West South Central,163243638,2045,Food Sales ,54414.546
Mountain,124486343,2045,Food Sales ,41495.44767
Pacific,150802185,2045,Food Sales ,50267.395
New England,72350335,2045,Food Services ,16790.16213
Middle Atlantic,91135720,2045,Food Services ,21149.63966
East North Central,244145797,2045,Food Services ,56658.30732
West North Central,78701042,2045,Food Services ,18263.95489
South Atlantic,340779724,2045,Food Services ,79083.90219
East South Central,132432953,2045,Food Services ,30733.38572
West South Central,250176911,2045,Food Services ,58057.93293
Mountain,272657867,2045,Food Services ,63275.03243
Pacific,249315674,2045,Food Services ,57858.06781
New England,122005196,2045,Health Care,4540.034259
Middle Atlantic,386458283,2045,Health Care,14380.81247
East North Central,839077637,2045,Health Care,31223.59819
West North Central,204169419,2045,Health Care,7597.513772
South Atlantic,651280579,2045,Health Care,24235.32962
East South Central,160275208,2045,Health Care,5964.130701
West South Central,333357117,2045,Health Care,12404.82194
Mountain,299908966,2045,Health Care,11160.15567
Pacific,484301026,2045,Health Care,18021.7181
New England,445369293,2045,Lodging,7706.462172
Middle Atlantic,1337151245,2045,Lodging,23137.44043
East North Central,1660334228,2045,Lodging,28729.64778
West North Central,844481689,2045,Lodging,14612.51661
South Atlantic,2101482178,2045,Lodging,36363.06581
East South Central,509964020,2045,Lodging,8824.179149
West South Central,1153083008,2045,Lodging,19952.40966
Mountain,1030249511,2045,Lodging,17826.95621
Pacific,1307445801,2045,Lodging,22623.43131
New England,392841614,2045,Office,22727.5374
Middle Atlantic,2472544433,2045,Office,143047.0808
East North Central,1869852539,2045,Office,108178.8232
West North Central,907121704,2045,Office,52480.80072
South Atlantic,3245921631,2045,Office,187790.2
East South Central,368484314,2045,Office,21318.36529
West South Central,1376972657,2045,Office,79663.65184
Mountain,1230576416,2045,Office,71194.0144
Pacific,1820309082,2045,Office,105312.5261
New England,294688049,2045,Office,17048.9414
Middle Atlantic,1192139771,2045,Office,68970.29304
East North Central,1763441650,2045,Office,102022.5063
West North Central,1034949218,2045,Office,59876.15931
South Atlantic,1660872314,2045,Office,96088.43945
East South Central,463838776,2045,Office,26835.02143
West South Central,1424739624,2045,Office,82427.17151
Mountain,1007030640,2045,Office,58260.95231
Pacific,1259039063,2045,Office,72840.69807
New England,848812194,2045,Mercantile and Service,65148.30259
Middle Atlantic,2514049560,2045,Mercantile and Service,192959.1288
East North Central,3634778564,2045,Mercantile and Service,278977.6766
West North Central,2378127441,2045,Mercantile and Service,182526.7912
South Atlantic,4137261230,2045,Mercantile and Service,317544.3854
East South Central,1342612060,2045,Mercantile and Service,103048.5864
West South Central,3063335205,2045,Mercantile and Service,235118.0747
Mountain,2183183350,2045,Mercantile and Service,167564.3805
Pacific,2450681153,2045,Mercantile and Service,188095.4567
New England,758714294,2045,Warehouse,43795.04707
Middle Atlantic,3315630127,2045,Warehouse,191387.1646
East North Central,5522347656,2045,Warehouse,318764.8861
West North Central,2371537841,2045,Warehouse,136891.597
South Atlantic,5429637695,2045,Warehouse,313413.4157
East South Central,2199357910,2045,Warehouse,126952.9043
West South Central,3767931641,2045,Warehouse,217495.2349
Mountain,1985552612,2045,Warehouse,114611.4826
Pacific,4591471191,2045,Warehouse,265032.1715
New England,532043762,2045,Other,38505.01606
Middle Atlantic,1140480469,2045,Other,82538.73442
East North Central,1280697509,2045,Other,92686.50752
West North Central,686564087,2045,Other,49687.94502
South Atlantic,1859152955,2045,Other,134550.4252
East South Central,397482056,2045,Other,28766.5302
West South Central,942943604,2045,Other,68242.61688
Mountain,518002319,2045,Other,37488.8102
Pacific,791509033,2045,Other,57283.00978
New England,543814087,2046,Assembly,39891.61838
Middle Atlantic,1274066040,2046,Assembly,93459.43304
East North Central,2800252930,2046,Assembly,205413.2541
West North Central,1251044555,2046,Assembly,91770.68625
South Atlantic,3819884033,2046,Assembly,280208.5487
East South Central,980524780,2046,Assembly,71926.64049
West South Central,1857794800,2046,Assembly,136279.0022
Mountain,1248398681,2046,Assembly,91576.59751
Pacific,1828867798,2046,Assembly,134157.0548
New England,838342041,2046,Education,25765.20655
Middle Atlantic,2453071045,2046,Education,75391.52167
East North Central,3119820313,2046,Education,95883.07735
West North Central,2083010254,2046,Education,64018.24889
South Atlantic,3416760254,2046,Education,105009.0886
East South Central,1134927002,2046,Education,34880.30803
West South Central,2769171875,2046,Education,85106.41461
Mountain,1318618652,2046,Education,40525.80005
Pacific,1908814698,2046,Education,58664.60532
New England,101463638,2046,Food Sales ,33821.21267
Middle Atlantic,65270165,2046,Food Sales ,21756.72167
East North Central,318130920,2046,Food Sales ,106043.64
West North Central,153766388,2046,Food Sales ,51255.46267
South Atlantic,111410317,2046,Food Sales ,37136.77233
East South Central,46784836,2046,Food Sales ,15594.94533
West South Central,164601821,2046,Food Sales ,54867.27367
Mountain,125612991,2046,Food Sales ,41870.997
Pacific,152153519,2046,Food Sales ,50717.83967
New England,72742547,2046,Food Services ,16881.18179
Middle Atlantic,91618080,2046,Food Services ,21261.57975
East North Central,244849289,2046,Food Services ,56821.56496
West North Central,79279144,2046,Food Services ,18398.11359
South Atlantic,343814911,2046,Food Services ,79788.27049
East South Central,133239899,2046,Food Services ,30920.65167
West South Central,252258377,2046,Food Services ,58540.97357
Mountain,275125519,2046,Food Services ,63847.69428
Pacific,251549789,2046,Food Services ,58376.53331
New England,123164016,2046,Health Care,4583.156049
Middle Atlantic,391365967,2046,Health Care,14563.43628
East North Central,849710266,2046,Health Care,31619.25757
West North Central,206668853,2046,Health Care,7690.522236
South Atlantic,662720398,2046,Health Care,24661.026
East South Central,162107621,2046,Health Care,6032.318107
West South Central,337067901,2046,Health Care,12542.90693
Mountain,305022278,2046,Health Care,11350.43127
Pacific,490550293,2046,Health Care,18254.26464
New England,449906342,2046,Lodging,7784.969148
Middle Atlantic,1355470581,2046,Lodging,23454.42966
East North Central,1684958618,2046,Lodging,29155.73672
West North Central,854242127,2046,Lodging,14781.40667
South Atlantic,2133693115,2046,Lodging,36920.42881
East South Central,517507264,2046,Lodging,8954.703919
West South Central,1168037475,2046,Lodging,20211.17477
Mountain,1042852051,2046,Lodging,18045.02467
Pacific,1322468750,2046,Lodging,22883.3814
New England,395095245,2046,Office,22857.91942
Middle Atlantic,2485920166,2046,Office,143820.9231
East North Central,1877455322,2046,Office,108618.6762
West North Central,913908935,2046,Office,52873.47054
South Atlantic,3281455078,2046,Office,189845.9592
East South Central,370709076,2046,Office,21447.07712
West South Central,1390258423,2046,Office,80432.2892
Mountain,1242936889,2046,Office,71909.11968
Pacific,1834348145,2046,Office,106124.7449
New England,296463836,2046,Office,17151.67814
Middle Atlantic,1199257691,2046,Office,69382.09461
East North Central,1771779541,2046,Office,102504.8884
West North Central,1043071900,2046,Office,60346.09058
South Atlantic,1679899658,2046,Office,97189.25122
East South Central,466831848,2046,Office,27008.18322
West South Central,1438648682,2046,Office,83231.86894
Mountain,1017688477,2046,Office,58877.55294
Pacific,1269252319,2046,Office,73431.57783
New England,854443543,2046,Mercantile and Service,65580.52167
Middle Atlantic,2532094482,2046,Mercantile and Service,194344.1184
East North Central,3651220948,2046,Mercantile and Service,280239.6676
West North Central,2399350098,2046,Mercantile and Service,184155.6793
South Atlantic,4182203125,2046,Mercantile and Service,320993.78
East South Central,1354227051,2046,Mercantile and Service,103940.0639
West South Central,3093935303,2046,Mercantile and Service,237466.7031
Mountain,2206360107,2046,Mercantile and Service,169343.2503
Pacific,2475733155,2046,Mercantile and Service,190018.2559
New England,770334594,2046,Warehouse,44465.8023
Middle Atlantic,3367128906,2046,Warehouse,194359.8138
East North Central,5602708007,2046,Warehouse,323403.5036
West North Central,2410576660,2046,Warehouse,139145.0235
South Atlantic,5523005372,2046,Warehouse,318802.8513
East South Central,2236781494,2046,Warehouse,129113.0951
West South Central,3832332520,2046,Warehouse,221212.6283
Mountain,2023183960,2046,Warehouse,116783.6661
Pacific,4654197754,2046,Warehouse,268652.9189
New England,538129577,2046,Other,38945.45803
Middle Atlantic,1151773071,2046,Other,83356.00144
East North Central,1292220337,2046,Other,93520.43643
West North Central,693512634,2046,Other,50190.82454
South Atlantic,1887940063,2046,Other,136633.8028
East South Central,402491913,2046,Other,29129.10305
West South Central,954916016,2046,Other,69109.08304
Mountain,525106384,2046,Other,38002.94485
Pacific,801819214,2046,Other,58029.17714
New England,543977784,2047,Assembly,39903.62641
Middle Atlantic,1273691529,2047,Assembly,93431.9607
East North Central,2814484863,2047,Assembly,206457.2411
West North Central,1260005005,2047,Assembly,92427.98231
South Atlantic,3852715088,2047,Assembly,282616.879
East South Central,986828979,2047,Assembly,72389.08659
West South Central,1868857910,2047,Assembly,137090.5394
Mountain,1260031739,2047,Assembly,92429.94338
Pacific,1842038696,2047,Assembly,135123.2093
New England,845821106,2047,Education,25995.06458
Middle Atlantic,2471528076,2047,Education,75958.77131
East North Central,3141991699,2047,Education,96564.4822
West North Central,2108513916,2047,Education,64802.06634
South Atlantic,3457503418,2047,Education,106261.2697
East South Central,1146404541,2047,Education,35233.05327
West South Central,2804328125,2047,Education,86186.89012
Mountain,1334369995,2047,Education,41009.89435
Pacific,1927643189,2047,Education,59243.27123
New England,102005020,2047,Food Sales ,34001.67333
Middle Atlantic,65609970,2047,Food Sales ,21869.99
East North Central,319010956,2047,Food Sales ,106336.9853
West North Central,154884857,2047,Food Sales ,51628.28567
South Atlantic,112395233,2047,Food Sales ,37465.07767
East South Central,47066170,2047,Food Sales ,15688.72333
West South Central,165960144,2047,Food Sales ,55320.048
Mountain,126741555,2047,Food Sales ,42247.185
Pacific,153506912,2047,Food Sales ,51168.97067
New England,73130676,2047,Food Services ,16971.25392
Middle Atlantic,92095055,2047,Food Services ,21372.27015
East North Central,245526596,2047,Food Services ,56978.74591
West North Central,79855804,2047,Food Services ,18531.93764
South Atlantic,346854400,2047,Food Services ,80493.63713
East South Central,134041123,2047,Food Services ,31106.58973
West South Central,254340042,2047,Food Services ,59024.06038
Mountain,277597382,2047,Food Services ,64421.33338
Pacific,253787308,2047,Food Services ,58895.78878
New England,124325798,2047,Health Care,4626.388061
Middle Atlantic,396307526,2047,Health Care,14747.32064
East North Central,860415954,2047,Health Care,32017.63561
West North Central,209184357,2047,Health Care,7784.128695
South Atlantic,674279663,2047,Health Care,25091.16718
East South Central,163950058,2047,Health Care,6100.878523
West South Central,340797547,2047,Health Care,12681.69381
Mountain,310187530,2047,Health Care,11542.63965
Pacific,496843933,2047,Health Care,18488.46238
New England,454460205,2047,Lodging,7863.767066
Middle Atlantic,1373932983,2047,Lodging,23773.89444
East North Central,1709795898,2047,Lodging,29585.50941
West North Central,864057434,2047,Lodging,14951.24615
South Atlantic,2166193848,2047,Lodging,37482.80631
East South Central,525114502,2047,Lodging,9086.336012
West South Central,1183098022,2047,Lodging,20471.77543
Mountain,1055528564,2047,Lodging,18264.37313
Pacific,1337574341,2047,Lodging,23144.76149
New England,397328674,2047,Office,22987.13267
Middle Atlantic,2499146240,2047,Office,144586.107
East North Central,1884892334,2047,Office,109048.9385
West North Central,920680481,2047,Office,53265.23291
South Atlantic,3317150146,2047,Office,191911.0688
East South Central,372916779,2047,Office,21574.80201
West South Central,1403581542,2047,Office,81203.0876
Mountain,1255336426,2047,Office,72626.48497
Pacific,1848363404,2047,Office,106935.5865
New England,298225952,2047,Office,17253.62395
Middle Atlantic,1206312500,2047,Office,69790.24494
East North Central,1779975586,2047,Office,102979.064
West North Central,1051182739,2047,Office,60815.33668
South Atlantic,1699021851,2047,Office,98295.5504
East South Central,469806336,2047,Office,27180.26984
West South Central,1452599487,2047,Office,84038.98161
Mountain,1028385742,2047,Office,59496.43465
Pacific,1279456787,2047,Office,74021.94917
New England,860044006,2047,Mercantile and Service,66010.37018
Middle Atlantic,2550061035,2047,Mercantile and Service,195723.0929
East North Central,3667367432,2047,Mercantile and Service,281478.9477
West North Central,2420587646,2047,Mercantile and Service,185785.7103
South Atlantic,4227315918,2047,Mercantile and Service,324456.2914
East South Central,1365828857,2047,Mercantile and Service,104830.5294
West South Central,3124616699,2047,Mercantile and Service,239821.5714
Mountain,2229624024,2047,Mercantile and Service,171128.8099
Pacific,2500869141,2047,Mercantile and Service,191947.5011
New England,782060425,2047,Warehouse,45142.64908
Middle Atlantic,3419103272,2047,Warehouse,197359.9152
East North Central,5683753907,2047,Warehouse,328081.6927
West North Central,2449998779,2047,Warehouse,141420.5752
South Atlantic,5617328613,2047,Warehouse,324247.4446
East South Central,2274584961,2047,Warehouse,131295.2138
West South Central,3897389649,2047,Warehouse,224967.9022
Mountain,2061233642,2047,Warehouse,118979.9969
Pacific,4717413086,2047,Warehouse,272301.8793
New England,544248779,2047,Other,39388.31628
Middle Atlantic,1163102539,2047,Other,84175.93653
East North Central,1303761718,2047,Other,94355.70806
West North Central,700486390,2047,Other,50695.52849
South Atlantic,1916991943,2047,Other,138736.3424
East South Central,407535889,2047,Other,29494.14516
West South Central,966971008,2047,Other,69981.52567
Mountain,532266174,2047,Other,38521.11243
Pacific,812203858,2047,Other,58780.73352
New England,544062683,2048,Assembly,39909.8542
Middle Atlantic,1273117188,2048,Assembly,93389.82977
East North Central,2828576172,2048,Assembly,207490.9126
West North Central,1268953735,2048,Assembly,93084.41863
South Atlantic,3885618896,2048,Assembly,285030.546
East South Central,993109985,2048,Assembly,72849.83136
West South Central,1879859741,2048,Assembly,137897.5815
Mountain,1271706299,2048,Assembly,93286.33365
Pacific,1855194213,2048,Assembly,136088.2355
New England,853321534,2048,Education,26225.57918
Middle Atlantic,2489979736,2048,Education,76525.85587
East North Central,3164130860,2048,Education,97244.89667
West North Central,2134206299,2048,Education,65591.68385
South Atlantic,3498535400,2048,Education,107522.3272
East South Central,1157937622,2048,Education,35587.50551
West South Central,2839760498,2048,Education,87275.85186
Mountain,1350233155,2048,Education,41497.42519
Pacific,1946555664,2048,Education,59824.51826
New England,102541794,2048,Food Sales ,34180.598
Middle Atlantic,65946655,2048,Food Sales ,21982.21833
East North Central,319860413,2048,Food Sales ,106620.1377
West North Central,156002243,2048,Food Sales ,52000.74767
South Atlantic,113382813,2048,Food Sales ,37794.271
East South Central,47346012,2048,Food Sales ,15782.004
West South Central,167320511,2048,Food Sales ,55773.50367
Mountain,127873474,2048,Food Sales ,42624.49133
Pacific,154864105,2048,Food Sales ,51621.36833
New England,73515510,2048,Food Services ,17060.56139
Middle Atlantic,92567650,2048,Food Services ,21481.94409
East North Central,246180374,2048,Food Services ,57130.46654
West North Central,80431907,2048,Food Services ,18665.63243
South Atlantic,349902100,2048,Food Services ,81200.90928
East South Central,134838089,2048,Food Services ,31291.53964
West South Central,256424866,2048,Food Services ,59507.8803
Mountain,280076568,2048,Food Services ,64996.6719
Pacific,256031098,2048,Food Services ,59416.49954
New England,125491958,2048,Health Care,4669.782986
Middle Atlantic,401287506,2048,Health Care,14932.63471
East North Central,871204712,2048,Health Care,32419.10483
West North Central,211718308,2048,Health Care,7878.4216
South Atlantic,685966492,2048,Health Care,25526.05525
East South Central,165804413,2048,Health Care,6169.882431
